City_Name,Lat,Lon,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
havre-saint-pierre,50.23,-63.6,32.0,84.0,0.0,3.36,CA,1588477575.0
gizo,-8.1,156.84,85.89,69.0,28.0,3.85,SB,1588477575.0
ariquemes,-9.91,-63.04,72.59,87.0,58.0,1.28,BR,1588477554.0
soyo,-6.13,12.37,77.52,92.0,90.0,5.84,AO,1588477576.0
khatanga,71.97,102.5,21.25,95.0,78.0,3.11,RU,1588477576.0
los llanos de aridane,28.66,-17.92,68.0,68.0,75.0,4.7,ES,1588477576.0
teahupoo,-17.83,-149.27,86.0,70.0,55.0,11.41,PF,1588477576.0
umm lajj,25.02,37.27,83.23,29.0,22.0,11.1,SA,1588477576.0
hanover,52.37,9.73,46.0,93.0,40.0,5.82,DE,1588477515.0
brigantine,39.41,-74.36,62.6,48.0,75.0,9.17,US,1588477577.0
kieta,-6.22,155.63,83.89,73.0,43.0,3.2,PG,1588477577.0
anadyr,64.75,177.48,21.2,92.0,40.0,2.24,RU,1588477577.0
urubicha,-15.38,-62.95,71.92,81.0,61.0,1.63,BO,1588477577.0
gat,31.61,34.76,57.99,67.0,16.0,3.58,IL,1588477578.0
jishu,44.32,126.8,50.11,79.0,100.0,7.54,CN,1588477578.0
belaya gora,68.53,146.42,23.97,95.0,99.0,14.14,RU,1588477578.0
beringovskiy,63.05,179.32,29.25,96.0,97.0,5.46,RU,1588477283.0
tuburan,6.64,122.27,86.0,79.0,75.0,13.87,PH,1588477579.0
birao,10.28,22.79,76.06,36.0,100.0,2.84,CF,1588477579.0
puerto madryn,-42.77,-65.04,59.2,52.0,27.0,14.5,AR,1588477579.0
makasar,-5.14,119.42,87.8,66.0,20.0,3.36,ID,1588477490.0
hohhot,40.81,111.65,69.8,26.0,75.0,11.18,CN,1588477580.0
kijang,35.24,129.21,62.6,82.0,90.0,10.29,KR,1588477580.0
nome,64.5,-165.41,46.4,52.0,1.0,8.05,US,1588477580.0
antofagasta,-23.65,-70.4,57.2,82.0,64.0,3.36,CL,1588477580.0
letlhakeng,-24.09,25.03,58.01,39.0,0.0,3.13,BW,1588477581.0
okhotsk,59.38,143.3,34.36,96.0,100.0,18.68,RU,1588477323.0
bosaso,11.28,49.18,88.65,61.0,80.0,3.49,SO,1588477581.0
saint-joseph,-21.37,55.62,73.4,60.0,18.0,6.93,RE,1588477581.0
killarney,52.05,-9.52,45.46,91.0,100.0,4.29,IE,1588477582.0
nanortalik,60.14,-45.24,35.64,93.0,100.0,22.24,GL,1588477582.0
skjervoy,70.03,20.97,37.58,78.0,78.0,12.5,NO,1588477582.0
prince rupert,54.32,-130.32,46.4,82.0,90.0,12.75,CA,1588477534.0
sambava,-14.27,50.17,76.28,78.0,9.0,8.3,MG,1588477582.0
ahipara,-35.17,173.17,65.3,91.0,100.0,15.88,NZ,1588477583.0
mirabad,30.44,61.84,80.01,32.0,0.0,1.66,AF,1588477583.0
angostura,25.37,-108.18,72.0,71.0,80.0,1.99,MX,1588477583.0
asau,46.43,26.4,51.01,78.0,56.0,3.2,RO,1588477583.0
hailar,49.2,119.7,49.33,34.0,100.0,7.27,CN,1588477584.0
rabo de peixe,37.8,-25.58,57.2,71.0,40.0,5.82,PT,1588477584.0
takoradi,4.88,-1.76,80.64,88.0,78.0,5.99,GH,1588477584.0
raychikhinsk,49.78,129.41,47.05,43.0,100.0,12.55,RU,1588477584.0
narsipatnam,17.67,82.62,87.8,74.0,20.0,11.41,IN,1588477585.0
usukhchay,41.42,47.91,55.4,93.0,40.0,2.24,RU,1588477585.0
arica,-18.48,-70.3,63.27,82.0,100.0,1.74,CL,1588477544.0
mount isa,-20.73,139.5,75.2,16.0,0.0,10.29,AU,1588477585.0
tautira,-17.73,-149.15,86.0,70.0,56.0,11.41,PF,1588477586.0
brae,60.4,-1.35,35.6,74.0,22.0,6.93,GB,1588477586.0
ola,59.58,151.28,34.77,83.0,100.0,34.63,RU,1588477586.0
cap malheureux,-19.98,57.61,75.99,82.0,13.0,7.0,MU,1588477586.0
beipiao,41.79,120.78,66.7,40.0,94.0,16.02,CN,1588477587.0
kununurra,-15.77,128.73,82.4,17.0,72.0,12.75,AU,1588477587.0
husavik,66.04,-17.34,23.0,85.0,0.0,4.7,IS,1588477587.0
ketchikan,55.34,-131.65,46.4,100.0,90.0,13.87,US,1588477588.0
santa flavia,38.09,13.54,68.0,75.0,50.0,7.72,IT,1588477588.0
tricase,39.93,18.36,50.0,93.0,5.0,5.77,IT,1588477589.0
kathmandu,27.72,85.32,68.0,82.0,75.0,2.24,NP,1588477317.0
kibala,9.11,18.35,82.4,58.0,66.0,9.24,TD,1588477589.0
chernyshevskiy,63.01,112.47,37.27,64.0,100.0,5.32,RU,1588477589.0
kristiansund,63.11,7.73,41.0,80.0,100.0,18.34,NO,1588477589.0
balkanabat,39.51,54.37,75.04,39.0,93.0,14.76,TM,1588477590.0
songjianghe,42.19,127.48,76.78,30.0,1.0,5.86,CN,1588477590.0
vao,-22.67,167.48,77.4,85.0,57.0,14.45,NC,1588477590.0
starobaltachevo,56.0,55.92,41.23,68.0,95.0,7.02,RU,1588477590.0
aswan,24.09,32.91,80.6,17.0,40.0,4.94,EG,1588477591.0
port lincoln,-34.73,135.87,61.47,67.0,91.0,9.22,AU,1588477369.0
suntar,62.14,117.63,42.12,55.0,6.0,5.5,RU,1588477591.0
piranhas,-16.43,-51.82,67.44,67.0,79.0,2.46,BR,1588477591.0
berlevag,70.86,29.09,34.18,88.0,90.0,11.7,NO,1588477592.0
chulman,56.85,124.91,31.78,68.0,99.0,6.78,RU,1588477592.0
tessalit,20.2,1.01,76.12,16.0,0.0,5.59,ML,1588477592.0
krasnaya gora,53.0,31.6,53.6,87.0,75.0,2.24,RU,1588477592.0
grindavik,63.84,-22.43,32.0,70.0,32.0,6.93,IS,1588477592.0
iquique,-20.22,-70.14,64.4,68.0,86.0,4.7,CL,1588477491.0
faya,18.39,42.45,62.6,87.0,26.0,0.27,SA,1588477593.0
sabya,17.15,42.63,84.2,83.0,20.0,3.36,SA,1588477593.0
saint-pierre,-21.34,55.48,73.4,60.0,0.0,6.93,RE,1588477593.0
tamandare,-8.76,-35.1,78.24,81.0,43.0,4.45,BR,1588477594.0
sirajganj,24.45,89.72,83.3,58.0,0.0,3.27,BD,1588477334.0
ayan,56.45,138.17,35.8,74.0,100.0,25.7,RU,1588477594.0
voznesenye,61.01,35.48,42.12,80.0,100.0,10.78,RU,1588477594.0
tomislavgrad,43.72,17.23,41.97,64.0,24.0,5.99,BA,1588477595.0
labuhan,-6.88,112.21,85.05,70.0,100.0,5.23,ID,1588477595.0
vaitape,-16.52,-151.75,82.99,77.0,74.0,14.72,PF,1588477595.0
beira,-19.84,34.84,68.0,94.0,12.0,5.82,MZ,1588477595.0
inirida,3.87,-67.92,75.43,94.0,100.0,2.33,CO,1588477596.0
ikot ekpene,5.18,7.71,76.32,93.0,75.0,2.19,NG,1588477596.0
manjacaze,-24.71,33.88,62.83,95.0,4.0,4.74,MZ,1588477596.0
bud,39.45,-86.18,70.0,68.0,1.0,4.7,US,1588477596.0
kapuskasing,49.42,-82.43,42.8,100.0,90.0,3.06,CA,1588477597.0
deputatskiy,69.3,139.9,15.98,89.0,78.0,3.62,RU,1588477597.0
florianopolis,-27.61,-48.5,64.4,68.0,0.0,9.17,BR,1588477475.0
acari,-15.43,-74.62,72.93,61.0,95.0,3.24,PE,1588477597.0
padang,-0.95,100.35,85.17,64.0,95.0,2.8,ID,1588477364.0
kiunga,-6.12,141.29,92.73,52.0,91.0,2.19,PG,1588477598.0
santa fe,-31.63,-60.7,60.01,78.0,0.0,1.99,AR,1588477598.0
ust-kulom,61.69,53.69,33.75,83.0,0.0,5.53,RU,1588477598.0
alice springs,-23.7,133.88,66.2,42.0,0.0,16.11,AU,1588477599.0
batemans bay,-35.72,150.18,68.0,29.0,45.0,3.0,AU,1588477299.0
mragowo,53.86,21.31,42.84,91.0,10.0,4.54,PL,1588477599.0
bang saphan,11.21,99.51,89.6,75.0,40.0,4.7,TH,1588477600.0
fairbanks,64.84,-147.72,50.0,21.0,1.0,17.22,US,1588477465.0
ostrovnoy,68.05,39.51,30.58,92.0,100.0,9.73,RU,1588477600.0
ancud,-41.87,-73.82,52.0,100.0,40.0,11.41,CL,1588477600.0
pontianak,-0.03,109.33,84.2,79.0,40.0,3.36,ID,1588477427.0
partsa,54.37,42.86,46.89,75.0,44.0,10.6,RU,1588477601.0
mango,27.98,-82.31,73.4,73.0,90.0,5.82,US,1588477592.0
abay,49.63,72.85,60.8,44.0,100.0,6.71,KZ,1588477601.0
alanya,36.54,32.0,63.63,70.0,100.0,4.9,TR,1588477438.0
dulce nombre de culmi,15.1,-85.53,68.49,73.0,80.0,1.99,HN,1588477602.0
kralendijk,12.15,-68.27,80.6,83.0,59.0,17.22,BQ,1588477602.0
marsh harbour,26.54,-77.06,74.64,61.0,89.0,12.62,BS,1588477602.0
whitianga,-36.83,175.7,64.99,97.0,100.0,11.01,NZ,1588477603.0
tolaga bay,-38.37,178.3,66.97,64.0,99.0,13.58,NZ,1588477603.0
xapuri,-10.65,-68.5,74.44,87.0,80.0,2.55,BR,1588477603.0
farafangana,-22.82,47.83,71.6,90.0,14.0,4.36,MG,1588477603.0
galatas,37.5,23.45,64.0,78.0,0.0,8.01,GR,1588477603.0
sur,22.57,59.53,92.05,43.0,0.0,7.25,OM,1588477604.0
bang mun nak,16.03,100.38,96.37,46.0,1.0,2.21,TH,1588477604.0
cerasu,45.32,26.03,48.99,92.0,100.0,7.34,RO,1588477604.0
olinda,-8.01,-34.86,82.4,74.0,75.0,9.17,BR,1588477604.0
aykhal,66.0,111.5,35.6,37.0,72.0,4.47,RU,1588477605.0
mandera,3.94,41.87,80.01,17.0,33.0,13.65,KE,1588477605.0
kitimat,54.05,-128.65,46.0,87.0,100.0,4.0,CA,1588477430.0
centralia,46.72,-122.95,50.0,76.0,40.0,2.57,US,1588477605.0
masaka,-0.33,31.73,64.38,65.0,100.0,1.45,UG,1588477606.0
zilair,52.23,57.44,47.37,68.0,8.0,6.33,RU,1588477606.0
danville,36.59,-79.39,60.01,67.0,1.0,3.36,US,1588477606.0
dolores,-36.31,-57.68,51.46,93.0,59.0,4.97,AR,1588477606.0
awjilah,29.11,21.29,60.66,57.0,55.0,5.03,LY,1588477606.0
diamantino,-14.41,-56.45,70.97,70.0,100.0,2.1,BR,1588477607.0
tchaourou,8.89,2.6,75.56,80.0,100.0,7.4,BJ,1588477607.0
teya,60.38,92.63,44.01,67.0,90.0,6.06,RU,1588477607.0
san cristobal,7.77,-72.22,68.41,61.0,91.0,1.57,VE,1588477607.0
praxedis guerrero,31.37,-106.02,89.6,11.0,5.0,11.41,MX,1588477608.0
vostok,46.49,135.88,53.91,29.0,76.0,8.12,RU,1588477608.0
ruwi,23.6,58.55,95.0,34.0,0.0,10.29,OM,1588477608.0
san patricio,19.22,-104.7,72.72,75.0,0.0,7.11,MX,1588477609.0
caramay,10.18,119.24,86.74,68.0,60.0,6.93,PH,1588477609.0
elmira,42.09,-76.81,57.2,71.0,90.0,4.7,US,1588477609.0
sohbatpur,28.52,68.54,100.92,16.0,0.0,8.99,PK,1588477610.0
yeppoon,-23.13,150.73,75.2,31.0,95.0,11.41,AU,1588477529.0
axim,4.87,-2.24,80.44,88.0,74.0,5.91,GH,1588477610.0
maryville,35.76,-83.97,69.01,56.0,20.0,10.29,US,1588477610.0
meulaboh,4.14,96.13,85.98,63.0,91.0,3.69,ID,1588477611.0
otane,-39.88,176.63,67.3,57.0,100.0,11.79,NZ,1588477611.0
hasaki,35.73,140.83,82.0,42.0,97.0,9.17,JP,1588477611.0
cascais,38.7,-9.42,62.01,88.0,100.0,7.99,PT,1588477612.0
panama city,8.99,-79.52,82.4,74.0,54.0,5.82,PA,1588477343.0
haines junction,60.75,-137.51,44.58,56.0,100.0,3.96,CA,1588477612.0
zarya,55.76,38.1,51.8,66.0,29.0,6.71,RU,1588477612.0
verkhnyaya balkariya,43.13,43.46,57.2,71.0,90.0,3.8,RU,1588477612.0
dzaoudzi,-12.79,45.27,82.4,74.0,40.0,13.87,YT,1588477613.0
horconcitos,8.47,-81.8,78.01,86.0,93.0,6.22,PA,1588477613.0
hommelvik,63.41,10.79,41.0,86.0,100.0,20.8,NO,1588477613.0
herat,34.5,62.0,66.2,63.0,0.0,2.24,AF,1588477613.0
san angelo,31.46,-100.44,84.99,39.0,0.0,5.99,US,1588477614.0
verkhnyaya sinyachikha,57.98,61.67,41.16,64.0,64.0,7.72,RU,1588477614.0
mildura,-34.2,142.15,60.01,54.0,40.0,8.05,AU,1588477614.0
charters towers,-20.1,146.27,77.36,17.0,32.0,9.06,AU,1588477614.0
pemangkat,1.17,108.97,83.05,72.0,100.0,7.63,ID,1588477562.0
bambous virieux,-20.34,57.76,75.99,94.0,75.0,9.17,MU,1588477614.0
winneba,5.35,-0.62,82.4,88.0,20.0,8.05,GH,1588477615.0
sept-iles,50.2,-66.38,37.0,69.0,5.0,5.82,CA,1588477615.0
banda aceh,5.56,95.32,85.73,65.0,100.0,5.61,ID,1588477615.0
raga,8.46,25.68,73.13,69.0,97.0,7.65,SS,1588477616.0
pacific grove,36.62,-121.92,59.0,92.0,44.0,1.99,US,1588477616.0
tiarei,-17.53,-149.33,86.0,70.0,58.0,11.41,PF,1588477616.0
gimli,50.63,-96.99,34.0,73.0,77.0,7.0,CA,1588477616.0
chinhoyi,-17.37,30.2,57.74,56.0,1.0,3.47,ZW,1588477616.0
yuanping,38.72,112.76,93.27,8.0,1.0,5.84,CN,1588477617.0
joshimath,30.57,79.57,63.93,23.0,49.0,4.61,IN,1588477617.0
ulagan,50.63,87.96,61.21,24.0,73.0,0.96,RU,1588477617.0
stutterheim,-32.57,27.42,60.8,82.0,10.0,13.87,ZA,1588477617.0
murgab,37.5,61.97,66.2,82.0,75.0,12.48,TM,1588477617.0
narsaq,60.92,-46.05,41.0,92.0,100.0,10.29,GL,1588477618.0
krasnovishersk,60.41,57.08,32.9,87.0,85.0,5.99,RU,1588477618.0
bilma,18.69,12.92,79.99,15.0,0.0,14.12,NE,1588477618.0
atasu,48.68,71.64,56.3,56.0,100.0,12.35,KZ,1588477618.0
cockburn town,21.46,-71.14,79.97,81.0,43.0,11.41,TC,1588477619.0
novyye burasy,52.13,46.07,51.01,44.0,22.0,5.99,RU,1588477619.0
pochutla,15.74,-96.47,84.0,75.0,37.0,3.71,MX,1588477619.0
koslan,63.46,48.9,34.9,79.0,77.0,3.65,RU,1588477620.0
vardo,70.37,31.11,36.03,82.0,77.0,14.85,NO,1588477620.0
soloneshnoye,51.65,84.32,64.65,39.0,97.0,2.71,RU,1588477620.0
ballymena,54.86,-6.28,42.8,87.0,85.0,5.82,GB,1588477620.0
chicama,-7.84,-79.15,70.81,75.0,23.0,5.79,PE,1588477620.0
namibe,-15.2,12.15,75.07,69.0,0.0,4.88,AO,1588477621.0
mitu,1.2,-70.17,73.56,94.0,100.0,3.0,CO,1588477621.0
novyy urengoy,66.08,76.63,28.47,97.0,100.0,5.53,RU,1588477621.0
kyzyl-suu,42.34,78.0,56.97,31.0,100.0,4.09,KG,1588477621.0
bitung,1.45,125.18,89.6,59.0,20.0,4.7,ID,1588477622.0
jamame,0.07,42.75,79.45,82.0,100.0,10.92,SO,1588477622.0
huilong,31.81,121.66,89.01,58.0,0.0,8.01,CN,1588477622.0
santa cruz,-17.8,-63.17,68.4,75.0,98.0,4.76,BO,1588477622.0
katobu,-4.94,122.53,85.96,70.0,39.0,5.79,ID,1588477623.0
marivan,35.52,46.18,56.88,31.0,57.0,5.97,IR,1588477623.0
palembang,-2.92,104.75,82.4,83.0,40.0,2.24,ID,1588477360.0
sobolevo,54.43,31.9,51.53,89.0,60.0,6.85,RU,1588477623.0
asfi,32.3,-9.24,77.56,42.0,0.0,10.94,MA,1588477623.0
muzhi,65.37,64.67,27.27,95.0,99.0,13.47,RU,1588477624.0
humberto de campos,-2.6,-43.46,76.26,93.0,0.0,3.94,BR,1588477624.0
capaci,38.17,13.24,68.0,64.0,45.0,3.0,IT,1588477624.0
nalut,30.33,10.85,65.82,34.0,23.0,10.04,LY,1588477624.0
sortavala,61.71,30.69,41.58,85.0,100.0,10.58,RU,1588477625.0
marzuq,14.4,46.47,77.0,40.0,20.0,4.23,YE,1588477625.0
grand gaube,-20.01,57.66,75.99,82.0,17.0,7.0,MU,1588477625.0
talcahuano,-36.72,-73.12,53.6,100.0,75.0,1.16,CL,1588477625.0
port keats,-14.25,129.55,84.42,27.0,14.0,11.07,AU,1588477625.0
sibolga,1.74,98.78,82.26,76.0,85.0,2.91,ID,1588477625.0
sundsvall,62.39,17.31,32.0,85.0,40.0,6.93,SE,1588477626.0
kolpashevo,58.31,82.91,56.53,57.0,100.0,16.87,RU,1588477626.0
lamu,-2.27,40.9,80.29,84.0,100.0,13.8,KE,1588477626.0
ucluelet,48.93,-125.55,48.0,88.0,32.0,1.01,CA,1588477627.0
madhugiri,13.66,77.21,88.32,34.0,21.0,4.63,IN,1588477627.0
falkenberg,56.91,12.49,46.0,93.0,7.0,2.24,SE,1588477627.0
kajiado,-1.85,36.78,62.6,93.0,40.0,1.99,KE,1588477627.0
boda,4.32,17.47,71.33,69.0,32.0,4.03,CF,1588477627.0
sokolo,14.73,-6.12,87.17,12.0,0.0,9.19,ML,1588477628.0
flinders,-34.58,150.86,64.99,34.0,20.0,8.05,AU,1588477628.0
san juan de los morros,9.91,-67.35,76.35,66.0,89.0,3.69,VE,1588477628.0
kailaras,26.32,77.62,98.65,15.0,0.0,5.19,IN,1588477628.0
constantine,36.37,6.61,50.0,93.0,22.0,2.24,DZ,1588477388.0
marawi,8.0,124.29,81.03,56.0,100.0,4.03,PH,1588477629.0
banff,51.18,-115.57,38.46,45.0,91.0,2.51,CA,1588477524.0
mayo,38.89,-76.51,59.0,67.0,1.0,6.93,US,1588477629.0
tazmalt,36.39,4.4,57.2,93.0,14.0,6.93,DZ,1588477629.0
iwanai,42.97,140.51,67.24,63.0,76.0,3.8,JP,1588477629.0
osakarovka,50.56,72.57,63.84,33.0,100.0,1.41,KZ,1588477630.0
amga,60.9,131.96,36.34,70.0,39.0,12.15,RU,1588477630.0
isabela,6.71,121.97,86.0,79.0,75.0,13.87,PH,1588477630.0
gamba,-2.65,10.0,78.55,90.0,80.0,5.5,GA,1588477630.0
gao,16.64,1.64,84.51,12.0,0.0,11.03,ML,1588477630.0
dunedin,-45.87,170.5,64.0,58.0,56.0,1.01,NZ,1588477631.0
morondava,-20.28,44.28,70.25,82.0,0.0,4.43,MG,1588477631.0
saint anthony,45.02,-93.22,62.6,29.0,1.0,5.82,US,1588477631.0
vila franca do campo,37.72,-25.43,57.2,71.0,40.0,5.82,PT,1588477631.0
taber,49.82,-112.15,51.8,34.0,75.0,6.93,CA,1588477545.0
banjar,-8.19,114.97,86.0,84.0,20.0,9.17,ID,1588477632.0
zemio,5.03,25.14,68.9,79.0,100.0,3.04,CF,1588477632.0
madera,37.17,-119.83,63.0,62.0,26.0,6.17,US,1588477421.0
pangnirtung,66.15,-65.71,18.27,88.0,84.0,5.7,CA,1588477633.0
senneterre,48.38,-77.23,44.6,93.0,90.0,3.36,CA,1588477633.0
caceres,39.52,-6.37,57.0,86.0,97.0,3.6,ES,1588477633.0
jibuti,11.5,42.5,87.8,70.0,1.0,3.85,DJ,1588477633.0
hirado,33.36,129.55,66.2,93.0,75.0,8.05,JP,1588477634.0
muyezerskiy,63.93,31.65,36.97,84.0,100.0,7.85,RU,1588477634.0
sfantu gheorghe,45.87,25.78,50.0,81.0,100.0,1.77,RO,1588477634.0
pasighat,28.07,95.33,76.06,72.0,100.0,1.14,IN,1588477634.0
zhanakorgan,43.91,67.25,68.52,46.0,52.0,3.8,KZ,1588477634.0
auki,-8.77,160.7,86.22,70.0,75.0,2.57,SB,1588477634.0
hervey bay,-25.3,152.85,73.99,39.0,22.0,8.99,AU,1588477635.0
lata,40.16,-8.33,57.0,93.0,100.0,2.24,PT,1588477635.0
aklavik,68.22,-135.01,17.6,72.0,90.0,12.75,CA,1588477635.0
umm kaddadah,13.6,26.69,76.15,11.0,78.0,7.63,SD,1588477635.0
strelka,58.07,93.03,48.74,58.0,6.0,6.76,RU,1588477636.0
kosh,40.3,44.16,53.6,76.0,16.0,3.36,AM,1588477636.0
siilinjarvi,63.08,27.67,39.2,93.0,90.0,8.05,FI,1588477636.0
shirgaon,19.7,72.7,86.0,74.0,40.0,5.06,IN,1588477637.0
rio grande,-32.03,-52.1,48.0,96.0,17.0,5.41,BR,1588477637.0
sao filipe,14.9,-24.5,76.78,53.0,0.0,10.31,CV,1588477637.0
capitao poco,-1.75,-47.06,73.13,96.0,42.0,2.59,BR,1588477637.0
victor harbor,-35.57,138.62,60.01,65.0,97.0,5.68,AU,1588477637.0
taltal,-25.4,-70.48,61.16,74.0,89.0,4.52,CL,1588477637.0
itarantim,-15.66,-40.07,68.59,89.0,14.0,0.87,BR,1588477638.0
bani walid,31.76,13.99,66.31,38.0,0.0,7.87,LY,1588477638.0
killybegs,54.63,-8.45,43.11,85.0,91.0,6.8,IE,1588477638.0
nevelsk,46.67,141.86,62.6,25.0,90.0,8.95,RU,1588477638.0
sao joao da barra,-21.64,-41.05,71.11,90.0,0.0,14.79,BR,1588477639.0
baijiantan,45.63,85.18,77.05,17.0,69.0,5.77,CN,1588477639.0
lukulu,-14.37,23.24,59.61,47.0,10.0,3.44,ZM,1588477639.0
vila,42.03,-8.16,51.01,95.0,100.0,2.98,PT,1588477639.0
the valley,18.22,-63.06,80.6,74.0,20.0,6.93,AI,1588477639.0
preobrazheniye,42.9,133.91,62.01,60.0,42.0,10.0,RU,1588477640.0
anastacio,-20.48,-55.81,73.18,56.0,0.0,2.75,BR,1588477640.0
fabriano,43.34,12.91,55.0,85.0,59.0,1.99,IT,1588477640.0
bentiu,9.23,29.83,81.5,53.0,22.0,4.03,SS,1588477640.0
qasigiannguit,68.82,-51.19,26.6,86.0,94.0,3.36,GL,1588477640.0
hals,57.0,10.31,44.01,93.0,0.0,4.0,DK,1588477641.0
hoquiam,46.98,-123.89,51.8,71.0,20.0,14.99,US,1588477641.0
great bend,38.36,-98.76,66.2,52.0,75.0,11.41,US,1588477641.0
lomovka,53.92,58.37,41.0,65.0,75.0,11.18,RU,1588477641.0
letka,59.6,49.42,38.14,71.0,30.0,4.03,RU,1588477641.0
honiara,-9.43,159.95,89.6,70.0,20.0,8.05,SB,1588477642.0
qobustan,40.08,49.41,55.4,100.0,90.0,9.17,AZ,1588477642.0
juneau,58.3,-134.42,53.6,54.0,90.0,6.93,US,1588477344.0
miramar,25.99,-80.23,75.99,57.0,1.0,5.82,US,1588477642.0
den helder,52.96,4.76,50.0,81.0,75.0,6.93,NL,1588477642.0
